navaid_id,dme_frequency_khz,dme_channel,dme_latitude_deg,dme_longitude_deg
94714,110700,044X,,
94716,115400,101X,,
94723,112900,076X,,
94724,116300,110X,,
94725,112200,059X,,
94731,113300,080X,,
94732,112700,074X,,
94733,117800,125X,,
94736,115800,105X,,
94737,113100,078X,,
94739,114200,089X,,
94748,117500,122X,34.32620000,133.95400000
94750,115600,103X,,
94753,115300,100X,,
94755,117250,055X,,
94777,111700,054X,,
94780,112500,072X,,
94781,110100,038X,,
94789,110800,045X,,
94791,117400,121X,,
94792,114600,093X,,
94793,112700,074X,,
94801,111200,049X,,
94802,117400,121X,,
94805,112300,070X,,
94807,117800,125X,,
94808,112100,058X,,
94810,114100,088X,,
94813,113300,080X,,
94823,116000,107X,,
94828,113900,086X,,
94829,114300,090X,,
94849,116100,108X,,
94852,116800,115X,,
94854,113800,085X,,
94859,113200,079X,,
94860,114000,087X,,
94861,113600,083X,,
94868,109600,033X,,
94876,116600,113X,,
94877,115300,100X,,
94879,112400,071X,,
94884,115400,101X,,
94886,116100,108X,,
94889,117300,120X,,
94890,111300,050X,,
94891,117700,124X,,
94893,110700,044X,,
94895,109650,033Y,,
94900,114100,088X,,
94901,113500,082X,,
94906,116000,107X,,
94914,116900,116X,,
94919,115300,100X,,
94921,113500,082X,,
94931,114200,089X,,
94932,112300,070X,,
94933,116500,112X,,
94935,110400,041X,,
94942,117700,124X,,
94946,115700,104X,,
94947,115600,103X,,
94950,117700,124X,,
94952,114200,089X,,
94954,114300,090X,,
94955,114200,089X,,
94957,114200,089X,,
94967,108000,017X,,
94968,111400,051X,,
94976,109700,034X,,
94978,114600,093X,,
94979,114400,091X,,
94986,115900,106X,,
94991,114800,095X,,
94995,110650,043Y,,
94999,113700,084X,,
95009,110300,040X,,
95010,108600,023X,,
95013,114500,092X,,
95014,117600,123X,,
95027,109000,027X,50.68560000,-119.24300000
95033,115800,105X,,
95035,113300,080X,,
95036,114000,087X,,
95037,109600,033X,,
95038,117400,121X,,
95039,116600,113X,,
95042,110400,041X,,
95043,115200,099X,,
95047,114500,092X,,
95048,113600,083X,,
95049,115900,106X,,
95054,117400,121X,,
95055,114700,094X,,
95056,111200,049X,,
95057,112250,059Y,,
95058,115200,099X,,
95059,113700,084X,,
95060,114200,089X,,
95061,113300,080X,,
95062,112600,073X,,
95063,115700,104X,,
95065,116800,115X,,
95071,114300,090X,,
95072,111450,051Y,,
95073,113300,080X,,
95074,115200,099X,,
95076,113600,083X,,
95077,109000,027X,,
95078,109400,031X,,
95084,117500,122X,,
95087,113000,077X,,
95088,108200,019X,,
95091,114000,087X,,
95093,116600,113X,,
95094,116300,110X,,
95095,112400,071X,43.56460000,-6.03075000
95099,112800,075X,,
95100,112900,076X,,
95101,112700,074X,,
95102,112250,059Y,,
95112,112050,057Y,,
95114,116600,113X,,
95115,113600,083X,,
95116,113700,084X,,
95122,116300,110X,,
95123,113300,080X,,
95124,114900,096X,,
95130,112400,071X,,
95131,111400,051X,42.35500000,-3.61352000
95133,113400,081X,45.63750000,11.67640000
95136,115100,098X,,
95137,112600,073X,41.91280000,16.04900000
95140,115800,105X,,
95141,117300,120X,,
95142,117700,124X,,
95143,115800,105X,45.40820000,10.90670000
95144,112500,072X,,
95146,113100,078X,,
95147,114800,095X,,
88575,115950,106Y,,
95149,113800,085X,,
95151,113100,078X,,
95152,109400,031X,,
95155,112900,076X,,
95157,117800,125X,,
95158,113100,078X,,
95159,112700,074X,,
95160,115100,098X,,
95163,115300,100X,,
95164,112300,070X,,
95165,117100,118X,,
95166,114500,092X,,
95167,108300,020X,,
95168,116100,108X,,
95169,113700,084X,,
95172,115400,101X,,
95174,117100,118X,,
95177,114300,090X,,
95178,113150,078Y,41.34260000,1.54788000
95179,116300,110X,,
95180,117100,118X,,
95181,116100,108X,39.48570000,-0.48305600
95183,114500,092X,,
95186,113400,081X,,
95187,112100,058X,,
95190,114300,090X,-17.66210000,168.24400000
95192,114300,090X,,
95193,114200,089X,,
95194,111000,047X,,
95195,112200,059X,,
95196,113500,082X,,
95197,117200,119X,,
95203,112700,074X,,
95204,113900,086X,,
95205,112900,076X,,
95206,114500,092X,,
95207,112400,071X,,
95208,117400,121X,,
95209,114100,088X,,
95210,117200,119X,,
95211,116800,115X,,
95213,112300,070X,,
95214,115100,098X,,
95215,116100,108X,,
95216,116500,112X,,
95217,112700,074X,,
95221,112100,058X,,
95224,113800,085X,,
95225,113800,085X,,
95226,115600,103X,,
95227,113900,086X,,
95228,113600,083X,,
95230,113100,078X,,
95235,115500,102X,,
95237,110400,041X,,
95239,114850,095Y,,
95240,116300,110X,,
95244,117800,125X,,
95245,116200,109X,,
95246,114100,088X,,
95248,114000,087X,,
95254,112300,070X,,
95262,116600,113X,,
95263,114400,091X,,
95266,117300,120X,,
95267,114100,088X,,
95275,116700,114X,,
95277,115100,098X,,
95278,113100,078X,,
95280,112200,059X,,
95281,113000,077X,,
95282,113000,077X,,
95283,112900,076X,,
95286,113700,084X,,
95288,114000,087X,,
95289,115250,099Y,,
95298,112700,074X,,
95299,112700,074X,39.78080000,-3.46414000
95301,117000,117X,,
95303,116500,112X,,
95304,114300,090X,,
95305,113300,080X,,
95306,117500,122X,,
95310,115500,102X,,
95314,108200,019X,,
95316,115600,103X,,
95319,112300,070X,,
95321,113000,077X,,
95323,114400,091X,,
95328,116700,114X,,
95331,114600,093X,,
95333,114000,087X,,
95337,114500,092X,,
95339,113100,078X,,
95343,116400,111X,,
95345,112700,074X,,
95346,108400,021X,,
95350,112800,075X,,
95366,117100,118X,,
95369,114100,088X,,
95371,114900,096X,,
95372,112500,072X,,
95375,115600,103X,,
95383,113600,083X,,
95391,115200,099X,,
95392,115000,097X,,
95394,115800,105X,,
95395,113900,086X,,
95396,111500,052X,,
95401,117100,118X,,
95402,115000,097X,-35.16580000,147.46900000
95409,112200,059X,48.32390000,16.49080000
95413,112200,059X,,
95416,114500,092X,,
95418,114100,088X,,
95419,113600,083X,,
95420,116900,116X,,
95421,117600,123X,,
95429,116600,113X,,
95438,117700,124X,-37.92470000,176.91600000
95440,115300,100X,,
95443,116900,116X,,
95449,109400,031X,,
95450,112800,075X,,
95451,115900,106X,,
95457,114200,089X,,
95458,113300,080X,,
95466,112100,058X,,
95467,116400,111X,,
95468,112300,070X,-41.33710000,174.81700000
95476,111600,053X,,
95482,108600,023X,,
95485,108800,025X,,
95486,112800,075X,,
95489,115950,106Y,52.62970000,-3.15389000
95491,112100,058X,,
95498,117300,120X,-35.77130000,174.36200000
95499,113700,084X,,
95500,112400,071X,,
95502,116900,116X,-41.74060000,171.58000000
95505,114700,094X,,
95509,113500,082X,,
95510,113200,079X,,
95513,109300,030X,,
95515,116000,107X,-39.95900000,175.02700000
95516,114850,095Y,,
95525,115700,104X,,
95531,113900,086X,,
95538,108600,023X,54.73720000,-113.20000000
95539,114500,092X,,
95541,113100,078X,34.71260000,139.41300000
95543,111800,055X,,
95546,110100,038X,,
95554,114200,089X,,
95556,117000,117X,,
95558,113100,078X,,
95561,113500,082X,34.70460000,136.95700000
95562,114500,092X,,
95563,112400,071X,-10.43020000,105.69000000
95567,116100,108X,,
95569,109900,036X,,
95572,109800,035X,,
95573,117800,125X,,
95576,133800,065X,,
95577,115400,101X,,
95592,110300,040X,,
95593,116700,114X,,
95596,113400,081X,,
95601,109800,035X,,
95602,111000,047X,,
95605,117700,124X,,
95609,110600,043X,,
95611,113300,080X,,
95612,115800,105X,,
95613,112400,071X,,
95620,113700,084X,,
95624,117700,124X,,
95627,114500,092X,,
95628,115700,104X,,
95631,116500,112X,,
95632,113800,085X,,
95636,112700,074X,,
95638,113500,082X,,
95639,108900,026X,,
95644,113900,086X,,
95645,113300,080X,,
95647,109000,027X,,
95649,116100,108X,,
95651,117500,122X,,
95653,115900,106X,,
95654,112800,075X,,
95655,117600,123X,,
95658,113200,079X,,
95660,115200,099X,38.36080000,-2.35283000
95662,112500,072X,,
95663,113100,078X,,
95666,113000,077X,,
95669,117900,126X,,
95674,112300,070X,,
95676,112200,059X,,
95679,115400,101X,,
95680,114200,089X,,
95681,112000,057X,,
95691,113900,086X,,
95692,115100,098X,,
95696,116900,116X,,
95697,113000,077X,,
95699,113500,082X,,
95705,115800,105X,,
95707,113100,078X,,
95708,114900,096X,,
95717,117000,117X,,
95720,112700,074X,,
95721,116000,107X,,
95722,111400,051X,,
95740,110600,043X,,
95743,112600,073X,,
95746,113400,081X,,
95747,112000,057X,,
95748,112900,076X,,
95751,114500,092X,,
95753,112100,058X,,
95756,116700,114X,,
95760,113600,083X,,
95761,112900,076X,,
95763,115050,097Y,,
95765,109000,027X,,
95767,113100,078X,,
95768,108600,023X,,
95771,112500,072X,,
95772,115200,099X,,
95777,114600,093X,,
95779,113300,080X,,
95780,113800,085X,,
95781,115500,102X,,
95783,114600,093X,,
95784,117500,122X,,
95785,113000,077X,,
95787,117200,119X,,
95788,114600,093X,,
95798,113500,082X,,
95801,112800,075X,,
95802,113600,083X,,
95804,113800,085X,,
95805,113700,084X,,
95806,114900,096X,,
95807,113300,080X,,
95809,115700,104X,,
95810,117300,120X,,
95812,114100,088X,,
95813,113100,078X,,
95814,115800,105X,,
95815,112700,074X,,
95816,114900,096X,,
95820,112100,058X,,
95822,112250,059Y,,
95824,112800,075X,,
95825,114000,087X,,
95826,114300,090X,,
95829,112400,071X,,
95830,112300,070X,,
95832,109600,033X,,
95835,113500,082X,,
95836,116550,112Y,,
95839,112400,071X,,
95840,117350,120Y,,
95841,115900,106X,,
95844,115700,104X,,
95845,116500,112X,,
95853,113000,077X,,
95856,112900,076X,,
95860,116550,112Y,,
95863,113000,077X,,
95865,112700,074X,,
95870,109300,030X,,
95873,116300,110X,,
95875,117300,120X,,
95879,112300,070X,,
95880,114100,088X,,
95881,113700,084X,,
95882,112500,072X,,
95883,112700,074X,,
95884,115900,106X,,
95885,117700,124X,,
95887,116600,113X,-43.39890000,172.38500000
95891,115500,102X,,
95892,112300,070X,,
95893,113600,083X,,
95896,115000,097X,,
95899,112100,058X,,
95900,116200,109X,,
95902,115600,103X,,
95903,114200,089X,,
95910,112300,070X,,
95911,117200,119X,,
95912,116600,113X,,
95913,112700,074X,,
95915,115400,101X,,
95916,116700,114X,,
95917,114700,094X,,
95918,112900,076X,,
95920,113800,085X,,
95922,113700,084X,,
95923,112600,073X,,
95924,117400,121X,,
95925,114100,088X,,
95926,117300,120X,,
95927,113500,082X,,
95930,115900,106X,,
95931,112150,058Y,,
95935,112800,075X,,
95936,117700,124X,,
95939,115500,102X,,
95942,114100,088X,,
95944,112000,057X,,
95945,109200,029X,,
95946,112500,072X,,
95956,111700,054X,,
95957,108800,025X,50.39810000,-113.28300000
95962,113700,084X,,
95964,112900,076X,,
95965,114100,088X,,
95967,110800,045X,,
95969,113900,086X,,
95971,113400,081X,,
95972,113000,077X,41.65790000,-1.03076000
95976,117700,124X,,
95977,115700,104X,,
95983,116700,114X,,
95987,117600,123X,,
95988,114900,096X,,
95991,108600,023X,,
95993,116000,107X,,
96001,116600,113X,,
96012,113200,079X,,
96014,115600,103X,,
96027,115500,102X,,
96033,113800,085X,,
96035,114700,094X,,
96036,112800,075X,,
96037,114500,092X,,
96039,113800,085X,,
96055,116800,115X,,
96065,117100,118X,41.53020000,-5.63976000
96075,109100,028X,,
96081,116850,115Y,,
96088,113300,080X,,
96091,112700,074X,,
96109,109700,034X,,
96115,115300,100X,,
96122,112900,076X,,
96130,110050,037Y,,
96132,116700,114X,,
96135,113400,081X,,
96138,112300,070X,,
96146,114300,090X,,
96149,114800,095X,,
96159,114300,090X,,
96163,112100,058X,,
96166,109200,029X,,
96171,133700,064X,,
96176,111400,051X,,
